title,rg_refs,chunk_type,text,batch_id,agentic_chunk_id,source,method,text_length,has_title,has_text,has_rg_refs,too_short,too_long,passes_basic_qa
Acknowledgement of complaints by financial firms,"['RG 271.51', 'RG 271.52']",requirement,"A financial firm should acknowledge receipt of each complaint promptly. We expect that firms will acknowledge the complaint within 24 hours (or one business day) of receiving it, or as soon as practicable. Financial firms may acknowledge a complaint verbally or in writing (email, post or social media channels). When determining the appropriate method of communication, we expect firms to take into account the method used by the complainant to lodge their complaint and any preferences they may have expressed about communication methods.",5,batch_5_chunk_8,ASIC RG 271,agentic_rg_aware,540,True,True,True,False,False,True
Contents of an IDR response,"['RG 271.53', 'RG 271.84(a)']",requirement,"An ‘IDR response’ is a written communication from a financial firm to the complainant, informing them of: (a) the final outcome of their complaint at IDR (either confirmation of actions taken by the firm to fully resolve the complaint or reasons for rejection or partial rejection of the complaint); (b) their right to take the complaint to AFCA if they are not satisfied with the IDR response; and (c) the contact details for AFCA. Note 1: In order to give an IDR response, unlicensed COI lenders who have not joined AFCA must inform the complainant of the final outcome of their complaint at IDR within 30 calendar days. Note 2: If the complaint relates to a superannuation death benefit distribution, the death benefit decision-maker must also give the complainant information about the 28 calendar day time limit (under s1056 of the Corporations Act) for lodging a complaint with AFCA (see RG 271.84(a)). This time limit must be included in a death benefit decision-maker’s notice. Note 3: If a complaint has been referred to IDR by AFCA, the financial firm may draft the IDR response to reflect the fact that the customer has already initiated contact with AFCA.",5,batch_5_chunk_9,ASIC RG 271,agentic_rg_aware,1167,True,True,True,False,False,True
Requirements for IDR response when rejecting complaints,['RG 271.54'],requirement,"If a financial firm rejects or partially rejects the complaint, the IDR response must clearly set out the reasons for the decision by: (a) identifying and addressing the issues raised in the complaint; (b) setting out the financial firm’s findings on material questions of fact and referring to the information that supports those findings; and (c) providing enough detail for the complainant to understand the basis of the decision and to be fully informed when deciding whether to escalate the matter to AFCA or another forum.",6,batch_6_chunk_0,ASIC RG 271,agentic_rg_aware,528,True,True,True,False,False,True
Level of detail and privacy considerations in IDR responses,['RG 271.55'],requirement,The level of detail in an IDR response should reflect the complexity of the complaint and the nature and extent of any investigation conducted by the firm. We do not expect financial firms to provide information in an IDR response that would breach the firm’s privacy or other legislative obligations (e.g. the ‘tipping off’ provisions of the Anti-Money Laundering and Counter-Terrorism Financing Act 2006).,6,batch_6_chunk_1,ASIC RG 271,agentic_rg_aware,407,True,True,True,False,False,True
Maximum timeframe for providing an IDR response,['RG 271.56'],timeframe,"A financial firm must provide an IDR response to a complainant no later than 30 calendar days after receiving the complaint. However, in some cases a different timeframe applies: see RG 271.66.",6,batch_6_chunk_2,ASIC RG 271,agentic_rg_aware,193,True,True,True,False,False,True
Application of Acts Interpretation Act 1901 to timeframes,['RG 271.66'],standard,"Note: Section 36 (Calculating time) of the Acts Interpretation Act 1901 is to be applied in construing the timeframes in RG 271. The timeframes begin on the day that the complaint is received, regardless of whether the day of receipt is a business day. As per s36, the timeframes do not include the day of receipt. ‘Day 1’ is therefore the first calendar or business day (depending on the paragraph of RG 271) after the financial firm has received the complaint.",6,batch_6_chunk_3,ASIC RG 271,agentic_rg_aware,462,True,True,True,False,False,True
Written reasons for decisions by superannuation trustees and RSA providers,['RG 271.57'],requirement,Superannuation trustees and RSA providers satisfy the requirement to provide written reasons for a decision (see s101(1)(d) of the SIS Act and s47(1)(d) of the RSA Act) when they provide an IDR response.,6,batch_6_chunk_4,ASIC RG 271,agentic_rg_aware,203,True,True,True,False,False,True
Different timeframes for traditional trustee complaints,['RG 271.59'],timeframe,Different timeframes apply to: (a) complaints about a traditional trustee (see RG 271.60).,6,batch_6_chunk_5,ASIC RG 271,agentic_rg_aware,90,True,False,True,True,False,False
Requirements for complaints closed within five business days,['RG 271.60'],requirement,There are also different requirements for complaints closed within five business days of receipt: see RG 271.75.,6,batch_6_chunk_6,ASIC RG 271,agentic_rg_aware,112,True,True,True,True,False,False
Table 2: Maximum IDR timeframes for financial firms to provide an IDR response - Part 1,"['RG 271.75', 'RG 271.56', 'RG 271.78']",table,"Complaint type: Standard complaints - Maximum timeframes for IDR response: No later than 30 calendar days after receiving the complaint.
Traditional trustee complaints - No later than 45 calendar days after receiving the complaint.
Superannuation trustee complaints, except for complaints about death benefit distributions - No later than 45 calendar days after receiving the complaint.",6,batch_6_chunk_7,ASIC RG 271,agentic_rg_aware,386,True,True,True,False,False,True
Table 2: Maximum IDR timeframes for financial firms to provide an IDR response - Part 2,"['RG 271.79', 'RG 271.85', 'RG 271.91']",table,"Complaint type: Complaints about superannuation death benefit distributions - No later than 90 calendar days after the expiry of the 28 calendar day period for objecting to a proposed death benefit distribution referred to in s1056(2)(a) of the Corporations Act.
Credit-related complaints involving default notices - No later than 21 calendar days after receiving the complaint.
Credit-related complaints involving hardship notices or requests to postpone enforcement proceedings - No later than 21 calendar days after receiving the complaint.",6,batch_6_chunk_8,ASIC RG 271,agentic_rg_aware,543,True,True,True,False,False,True
Exceptions and procedures for credit-related hardship complaints,['RG 271.91'],requirement,"Exceptions apply if the credit provider or lessor does not have sufficient information to make a decision, or if they reach an agreement with the complainant.

Insufficient information: If the credit provider or lessor does not have sufficient information about a hardship notice to make a decision, they must request the information no later than 21 calendar days after receiving the complaint. The complainant must provide the information within 21 calendar days of receiving the request. Once the credit provider or lessor has received the requested information, the credit provider has a further 21 calendar days to provide an IDR response. If the credit provider or lessor does not receive the requested information within 21 calendar days of requesting the information, the credit provider or lessor has 7 calendar days to provide an IDR response.

Agreement reached: If agreement is reached about a hardship notice or request to postpone enforcement proceedings, the credit provider or lessor has 30 calendar days to confirm the terms or conditions in writing.",6,batch_6_chunk_9,ASIC RG 271,agentic_rg_aware,1067,True,True,True,False,False,True
Objection to proposed superannuation death benefit distribution decisions,['RG 271.61'],definition,"We consider that an objection to a proposed decision about how and to whom to pay a superannuation death benefit distribution is a complaint. For details on how the maximum IDR timeframe applies to death benefit distribution complaints, see RG 271.79.",6,batch_6_chunk_10,ASIC RG 271,agentic_rg_aware,251,True,True,True,False,False,True
Timeframes for complaints about unauthorised transactions covered by card scheme rules,['RG 271.62'],standard,"Where a complaint about unauthorised transactions is covered by card scheme rules, the timeframes for providing a response set out in the scheme rules will apply.",6,batch_6_chunk_11,ASIC RG 271,agentic_rg_aware,162,True,True,True,False,False,True
Factors affecting complaint response times,['RG 271.63'],other,"There are many variables that can affect complaint response times. This includes the complexity of the issues raised and the availability of information, including from third parties. However, we consider that the pursuit of best practice should result in firms regularly meeting or outperforming the maximum IDR timeframes.",6,batch_6_chunk_12,ASIC RG 271,agentic_rg_aware,324,True,True,True,False,False,True
Circumstances allowing delay beyond maximum IDR timeframe,"['RG 271.64', 'RG 271.65']",requirement,"A financial firm is not required to provide a complainant with an IDR response within the relevant maximum IDR timeframe if certain circumstances exist: First, there must be no reasonable opportunity for the financial firm to provide the IDR response within the relevant maximum IDR timeframe because: (a) resolution of the individual complaint is particularly complex (see RG 271.67 for examples of ‘complexity’); and/or (b) circumstances beyond the financial firm’s control are causing complaint management delays.",6,batch_6_chunk_13,ASIC RG 271,agentic_rg_aware,516,True,True,True,False,False,True
IDR Delay Notification Requirements,['RG 271.66'],requirement,"Second, before the relevant maximum IDR timeframe expires, the financial firm must give the complainant an ‘IDR delay notification’ that informs the complainant about: (a) the reasons for the delay; (b) their right to complain to AFCA if they are dissatisfied; and (c) the contact details for AFCA. Note 1: We consider that objections to proposed decisions about how and to whom to pay a superannuation death benefit distribution are complaints. AFCA cannot consider a complaint about a death benefit distribution unless the complainant has first lodged a complaint about that decision with the death benefit decision-maker and received a response to the complaint. If the death benefit decision-maker delays providing a complainant with an IDR response and the complainant escalates the matter to AFCA, AFCA cannot consider the complaint as it relates to the distribution of the death benefit but can consider the delay. This restriction to AFCA’s jurisdiction should be reflected in any IDR delay notification a death benefit decision-maker provides in response to a death benefit distribution complaint. Note 2: The exceptions set out at RG 271.66 do not prevent a complainant from exercising their right to escalate a complaint to AFCA and do not affect AFCA’s ability to register a complaint. Note 3: The exceptions do not apply to the refer back timeframes applied by AFCA when a complaint is escalated to AFCA. Note 4: If a complaint has been referred to IDR by AFCA, the financial firm may draft the IDR delay notification to reflect the fact that the customer has already initiated contact with AFCA.",7,batch_7_chunk_0,ASIC RG 271,agentic_rg_aware,1609,True,True,True,False,False,True
Examples of Complaint Complexity,['RG 271.67'],other,Examples of ‘complexity’ include when: (a) an individual complaint is about a transaction or event that occurred more than six years ago and requires reconstruction of account information; and (b) a complaint about a superannuation death benefit distribution involves multiple submissions from potential beneficiaries with competing information about the status of relationships or levels of financial dependence.,7,batch_7_chunk_1,ASIC RG 271,agentic_rg_aware,413,True,True,True,False,False,True
Examples of Circumstances Beyond Financial Firm’s Control,['RG 271.68'],other,Examples of circumstances that may be beyond a financial firm’s control include when: (a) the complainant is waiting on a medical appointment that the firm reasonably requires the complainant to attend; (b) the complainant is unable to respond to the financial firm due to illness or absence; (c) information must be obtained from third parties to a complaint (excluding an authorised representative who is a party to the complaint); and (d) a death benefit decision-maker is waiting on information requested from potential beneficiaries to a death benefit to substantiate their claim.,7,batch_7_chunk_2,ASIC RG 271,agentic_rg_aware,585,True,True,True,False,False,True
Written Reasons for Delay in Superannuation Complaints,['RG 271.69'],requirement,Superannuation trustees and RSA providers satisfy the requirement to provide written reasons for the failure by a trustee to make a decision on a complaint (see s101(1)(d) of the SIS Act and s47(1)(d) of the RSA Act) when they provide an IDR delay notification.,7,batch_7_chunk_3,ASIC RG 271,agentic_rg_aware,261,True,True,True,False,False,True
IDR Delay Notification for Unlicensed COI Lenders,['RG 271.70'],requirement,Unlicensed COI lenders who have not joined AFCA need to inform the complainant of the reasons for the delay before the end of the 30 calendar day period.,7,batch_7_chunk_4,ASIC RG 271,agentic_rg_aware,153,True,True,True,False,False,True
Complaints Closed Within Five Business Days,['RG 271.71'],requirement,A financial firm does not need to provide an IDR response to a complainant if the firm closes the complaint by the end of the fifth business day after receipt because the firm has: (a) resolved the complaint to the complainant’s satisfaction (see RG 271.73); or (b) given the complainant an explanation and/or apology when the firm can take no further action to reasonably address the complaint (see RG 271.73).,7,batch_7_chunk_5,ASIC RG 271,agentic_rg_aware,411,True,True,True,False,False,True
Determining Complaint Resolution to Complainant’s Satisfaction,['RG 271.73'],requirement,"When determining whether a complaint has been resolved to a complainant’s satisfaction, we expect firms to consider whether: (a) the complainant has confirmed (verbally or in writing) that they are satisfied with the action(s) taken by the financial firm in response to the complaint and do not wish to take the matter further; or (b) other circumstances exist that make it reasonable for the firm to form the view that the complaint has been resolved to the complainant’s satisfaction.",7,batch_7_chunk_6,ASIC RG 271,agentic_rg_aware,486,True,True,True,False,False,True
When Explanation and/or Apology May Be Sufficient,['RG 271.74'],requirement,"In some circumstances, it may be reasonable for a financial firm to form the view that an explanation and/or apology is the only action they can take to address the complaint. For example, if the complaint relates only to: (a) a financial firm’s commercial decision, such as a refusal to grant credit or provide insurance cover on certain terms; or (b) reasonable initial contact by a financial firm about debt collection.",7,batch_7_chunk_7,ASIC RG 271,agentic_rg_aware,422,True,True,True,False,False,True
Written IDR response requirements for financial firms and trustees,['RG 271.75'],requirement,"A financial firm must provide a written IDR response, even where the complaint is closed by the end of the fifth business day: (a) if the complainant requests a written response; (b) if the complaint is about: (i) hardship; (ii) a declined insurance claim; or (iii) the value of an insurance claim; or (c) for any decision of a trustee (or failure by the trustee to make a decision) relating to a complaint. A trustee in this paragraph means a trustee of a regulated superannuation fund other than an SMSF, or of an approved deposit fund (see s101(1)(d) of the SIS Act). Note: Section 101(1)(d) of the SIS Act does not provide an exception from providing written reasons because a complaint is resolved promptly. Not all complaints resolved by a trustee will involve a decision of a trustee (or failure by a trustee to make a decision) relating to the complaint. In some cases where a complaint is resolved promptly, all the trustee may be providing is an explanation or an apology, rather than making a decision relating to the complaint within the meaning of s101(1)(d). For example, if the complaint is about: • the general administration or a policy of the fund (and the complainant is not seeking to argue for changes in their own case); and • the operation of statutory conditions of release and service delays that have not caused the complainant loss. The trustee must determine what is an appropriate response based on the context and facts of each complaint. If the response to the complaint requires some consideration of the complainant’s individual circumstances or the complainant has requested a particular resolution, then it is more likely that in responding to the complaint the trustee will have made a decision (or will have implicitly failed to make a decision), which will require written reasons. For complaints that are not closed by the end of the fifth business day, trustees must provide a written IDR response regardless of whether there was any decision of the trustee (or failure by the trustee to make a decision) relating to a complaint.",8,batch_8_chunk_0,ASIC RG 271,agentic_rg_aware,2069,True,True,True,False,False,True
Traditional trustee obligations during 45 calendar day IDR timeframe,['RG 271.76'],requirement,"During the 45 calendar day maximum IDR timeframe, a traditional trustee must: (a) on receiving the complaint, use their best endeavours to identify and notify other people who may request an information return (i.e. other beneficiaries) and who may reasonably have an interest in the outcome of the complaint. We encourage traditional trustees to do this as quickly as possible; (b) where relevant to the efficient and fair handling of the complaint at IDR, consider the views of those identified at RG 271.76(a) informed of the progress of the complaint at key stages of the IDR process, including when the trustee gives an IDR response or IDR delay notification.",8,batch_8_chunk_1,ASIC RG 271,agentic_rg_aware,664,True,True,True,False,False,True
Suspension of IDR timeframe during legal proceedings or court directions,['RG 271.77'],requirement,"Under the 45 calendar day maximum IDR timeframe, time stops running when: (a) another person commences legal proceedings to be included as a beneficiary and the outcome would affect the handling of the complaint at IDR; or (b) the traditional trustee applies for an opinion, advice or direction from a court to reasonably handle the complaint at IDR (e.g. where the trustee company is acting as a manager or administrator of the trust property).",8,batch_8_chunk_2,ASIC RG 271,agentic_rg_aware,445,True,True,True,False,False,True
Resumption of IDR timeframe after court determination,['RG 271.78'],requirement,"Time starts to run again once the court determines whether the other person should be included as a beneficiary, or provides an opinion, advice or otherwise gives a direction, and the time to lodge an appeal (if relevant) has passed.",8,batch_8_chunk_3,ASIC RG 271,agentic_rg_aware,233,True,True,True,False,False,True
Complaints about insurance in superannuation and IDR timeframe compliance,['RG 271.79'],requirement,"A complainant may lodge a complaint about insurance in superannuation with the insurer or the trustee. Trustees, insurers and administrators must have arrangements in place to ensure the maximum IDR timeframe is complied with regardless of the initial lodgement point. Time starts to run from the date the complaint is first lodged with either one of the parties.",8,batch_8_chunk_4,ASIC RG 271,agentic_rg_aware,363,True,True,True,False,False,True
Objections to superannuation death benefit distributions and IDR process start,"['RG 271.80', 'RG 271.81']",requirement,"A death benefit decision-maker may, when distributing a death benefit, go through an initial information-gathering process and then propose a decision on how and to whom to pay the benefit: see s1056 of the Corporations Act. Notice of the proposal is sent to all potential beneficiaries, explaining that they may object to the proposal within 28 calendar days of receiving it: see s1056(2)(a). Any objection to a proposed death benefit distribution is a complaint and will trigger the start of the IDR process.",8,batch_8_chunk_5,ASIC RG 271,agentic_rg_aware,510,True,True,True,False,False,True
90 calendar day IDR timeframe for death benefit objections,['RG 271.82'],requirement,"When an objection is made, the 90 calendar day maximum IDR timeframe begins from the end of the 28 calendar day objection period.",8,batch_8_chunk_6,ASIC RG 271,agentic_rg_aware,129,True,True,True,True,False,False
Death benefit decision-maker's options after objections,['RG 271.83'],requirement,"After reviewing any objections, the death benefit decision-maker may either: (a) amend the previous proposed decision and give all potential beneficiaries additional notice that the decision-maker proposes to make a new decision (and further objections must be notified to the death benefit decision-maker within 28 calendar days); or (b) maintain the previous proposed decision and give all potential beneficiaries notice that they have made the decision (and eligible complainants can make a complaint to AFCA within 28 calendar days).",8,batch_8_chunk_7,ASIC RG 271,agentic_rg_aware,537,True,True,True,False,False,True
IDR response requirements when issuing a new proposed death benefit decision,['RG 271.84'],requirement,"When the death benefit decision-maker gives notice of a new proposed decision in response to an objection (as set out in RG 271.83(a)), they must: (a) provide each complainant with a response that meets the minimum IDR response requirements set out in",8,batch_8_chunk_8,ASIC RG 271,agentic_rg_aware,251,True,True,True,False,False,True
Objection process and information sharing for death benefit decisions,['RG 271.53'],requirement,"RG 271.53(c). This is because any objection must be made to the death benefit decision-maker, rather than to AFCA; and (b) provide any non-complaining beneficiaries with the same information as the complainant, while complying with any obligations under privacy laws; Note: When the death benefit decision-maker provides further proposed decisions, the maximum 90 calendar day timeframe will apply from the end of each 28 calendar day objection period. This will continue with each new proposed decision until the death benefit decision-maker makes the decision.",9,batch_9_chunk_0,ASIC RG 271,agentic_rg_aware,562,True,True,True,False,False,True
Notice requirements when death benefit decision is made,"['RG 271.85', 'RG 271.54']",requirement,"RG 271.85 When the death benefit decision-maker gives notice that they have made the decision, they must: (a) provide each complainant with a response that meets the minimum IDR response requirements set out in RG 271.54, including information about the complainant’s right to refer the matter to AFCA within 28 calendar days of being given notice if they are not satisfied; and (b) provide any non-complaining beneficiaries with the same information as the complainant, while complying with any obligations under privacy laws. Note 1: Notice under RG 271.85(a) is ‘given’ when it is received by the intended recipient. The 28 calendar day period will begin from that date. The day a notice is ‘given’ may, therefore, be later than the actual date of the notice. Note 2: Generally, AFCA cannot consider a complaint about a death benefit distribution unless the complainant has lodged an objection with the death benefit decision-maker and received a response to the complaint. The complainant must lodge their objection within 28 calendar days of being given notice of the proposed decision.",9,batch_9_chunk_1,ASIC RG 271,agentic_rg_aware,1091,True,True,True,False,False,True
IDR response timeframe for complaints involving default notices,['RG 271.86'],requirement,"RG 271.86 If a complaint involves a default notice, the credit provider or lessor must provide an IDR response to the complainant within 21 calendar days. Note: An exemption applies for complaints about hardship notices or requests to postpone enforcement proceedings that the complainant has previously sought and the provider or lessor has rejected or not responded to. Given the urgency of these cases, the complainant may take their complaint directly to AFCA once the timeframes in the National Credit Code have passed—for more information, see",9,batch_9_chunk_2,ASIC RG 271,agentic_rg_aware,549,True,True,True,False,False,True
Default notice requirements before enforcement proceedings,['RG 271.87'],requirement,"RG 271.87 A credit provider or lessor must give a borrower a ‘default notice’ before commencing enforcement proceedings to recover money, take possession of property or sell property: see s88 of the National Credit Code. The default notice must: (a) inform the borrower or lessee that they must remedy the default within 30 calendar days; and (b) substantially meet the pro forma notice requirements in Form 12A and Form 18A of the National Credit Regulations. Note: See s208 of National Credit Code and regs 6, 86, 105K and Forms 12, 12A and 18A of the National Credit Regulations, as amended by the National Consumer Credit Protection Amendment Regulation 2013 (No. 1).",9,batch_9_chunk_3,ASIC RG 271,agentic_rg_aware,671,True,True,True,False,False,True
Examples of complaints involving default notices,['RG 271.88'],requirement,"RG 271.88 A complaint may involve a default notice if, for example, the complainant: (a) alleges that the default notice was not served; (b) disputes the amount specified in the default notice or whether the default notice was rectified; or (c) has a dispute about the lender’s communications leading up to the issue of the default notice.",9,batch_9_chunk_4,ASIC RG 271,agentic_rg_aware,339,True,True,True,False,False,True
Restrictions on enforcement actions during complaint handling,['RG 271.89'],requirement,"RG 271.89 Credit providers (including debt collectors), credit service providers, their credit representatives and unlicensed COI lenders must refrain from commencing or continuing with legal proceedings or any other enforcement action (i.e. debt collection activity) against the complainant. Unless the statute of limitations is about to expire, this applies: (a) while the complaint is being handled at IDR (during the 21 calendar days); and (b) for a reasonable time thereafter. Note: We also expect financial firms to comply with RG 271.89 while they are considering a hardship notice or request to postpone enforcement proceedings.",9,batch_9_chunk_5,ASIC RG 271,agentic_rg_aware,636,True,True,True,False,False,True
Purpose of enforcement action restrictions and reasonable time period,['RG 271.90'],requirement,RG 271.90 This will enable the complaint to be genuinely dealt with at IDR. The ‘reasonable time thereafter’ will also allow the complainant the opportunity to lodge their complaint with AFCA if the complaint cannot be resolved at IDR.,9,batch_9_chunk_6,ASIC RG 271,agentic_rg_aware,235,True,True,True,False,False,True
Timeframe for lodging complaints with AFCA after IDR response,['RG 271.91'],timeframe,"RG 271.91 We expect that a sufficient timeframe for a complainant to lodge a complaint with AFCA will be at least 14 calendar days after receiving the IDR response. This may be longer, depending on the particular circumstances of the complaint (e.g. if the complainant needs more time to lodge a dispute with AFCA because of accessibility issues).",9,batch_9_chunk_7,ASIC RG 271,agentic_rg_aware,347,True,True,True,False,False,True
Urgency of complaints involving hardship notices or requests to postpone enforcement proceedings,['RG 271.92'],requirement,"RG 271.92 Credit providers, credit service providers, lessors and unlicensed COI lenders must treat complaints involving hardship notices or requests to postpone enforcement proceedings as urgent matters.",9,batch_9_chunk_8,ASIC RG 271,agentic_rg_aware,204,True,True,True,False,False,True
Maximum IDR timeframes for hardship notices and postponement requests,['RG 271.93'],requirement,"Where a complaint involves a hardship notice or request to postpone enforcement proceedings, the following maximum IDR timeframes apply: (a) the credit provider or lessor has 21 calendar days to consider and determine whether to agree to: (i) a change in the terms of the credit contract or lease for hardship (under s72 and 177B of the National Credit Code); or (ii) the request to postpone enforcement proceedings (under s94 and 179H of the National Credit Code); or (b) if the credit provider or lessor requires further information about a hardship notice, they have the additional time allowed for credit contracts or leases entered into on or after 1 March 2013 (under s72 and 177B of the National Credit Code). This is up to: (i) 28 calendar days from the date the information is requested, but not received; or (ii) 21 calendar days from when they consider they have received the information requested. Note: See Information Sheet 105 FAQs—Dealing with consumers and credit (INFO 105) for more information on timeframes for responding to a hardship notice when further information is required.",10,batch_10_chunk_0,ASIC RG 271,agentic_rg_aware,1100,True,True,True,False,False,True
No further IDR time if timeframes exceeded,['RG 271.94'],requirement,"If the complaint is not resolved within these timeframes, there will be no further time at IDR to deal with the complaint (unless",10,batch_10_chunk_1,ASIC RG 271,agentic_rg_aware,129,True,True,True,True,False,False
Who may give hardship notices or postponement requests,['RG 271.95'],definition,A borrower or guarantor may give a credit provider a hardship notice or request the postponement of enforcement proceedings. A lessee may also give a hardship notice or request the postponement of enforcement proceedings for leases entered into on or after 1 March 2013.,10,batch_10_chunk_2,ASIC RG 271,agentic_rg_aware,270,True,True,True,False,False,True
Contact details for accepting hardship notices,['RG 271.96'],requirement,"Credit providers and lessors should have a dedicated telephone number and, where possible, a fax number, postal address and email address to accept and deal with hardship notices.",10,batch_10_chunk_3,ASIC RG 271,agentic_rg_aware,179,True,True,True,False,False,True
Systems to identify hardship-related complaints,['RG 271.97'],requirement,"We expect that credit providers, credit service providers, lessors and unlicensed COI lenders will have systems in place to easily identify a complaint involving a hardship notice or a request to postpone enforcement proceedings.",10,batch_10_chunk_4,ASIC RG 271,agentic_rg_aware,229,True,True,True,False,False,True
AFCA discretion to vary timeframes for hardship complaints,['RG 271.98'],other,We confirm in RG 267 that the AFCA Rules may allow AFCA a discretion to vary timeframes that apply to complaints that are referred back to financial firms for consideration. This may include complaints when no agreement is reached within the maximum IDR timeframes for complaints about hardship notices or requests to postpone enforcement proceedings. Note: See RG 267.187–RG 267.197 for more information about ‘refer back arrangements’.,10,batch_10_chunk_5,ASIC RG 271,agentic_rg_aware,437,True,True,True,False,False,True
Further time to confirm agreement terms after hardship or postponement agreement,['RG 271.99'],requirement,"If a borrower and the credit provider or lessor have reached an agreement about a hardship notice or postponement of enforcement proceedings, the credit provider or lessor has a further 30 calendar days to confirm in writing: (a) the terms of change to the credit contract or lease (see s73 or 177C of the National Credit Code); or (b) the conditions of postponement of enforcement proceedings (see s95 or 179J of the National Credit Code). Note: Transitional arrangements apply to",10,batch_10_chunk_6,ASIC RG 271,agentic_rg_aware,481,True,True,True,False,False,True
Exemption for simple arrangements from written confirmation,['RG 271.99'],requirement,"When an agreement is a ‘simple arrangement’, credit providers and lessors are exempt from having to confirm in writing the particulars of a change to the terms of the credit contract or lease: see Class Order [CO 14/41] Extension of transitional credit hardship provisions. A simple arrangement is an agreement that defers or reduces the obligations of a debtor or lessee for no more than 90 calendar days. This exemption applies until 1 March 2022. Despite the exemption from giving written notice, the maximum timeframes summarised in Table 2 will apply. Credit providers and lessors must advise the debtor or lessee of the changes made to the terms within 30 calendar days of the agreement.",10,batch_10_chunk_7,ASIC RG 271,agentic_rg_aware,693,True,True,True,False,False,True
Requirement to inform complainants of AFCA rights,['RG 271.100'],requirement,"The credit provider must inform the complainant of their right to complain to AFCA and provide AFCA’s contact details at certain points during the process of dealing with a hardship notice and/or request to postpone enforcement proceedings. This information: (a) must be provided when the credit provider or lessor advises the complainant in writing that the credit provider or lessor has not agreed to change the terms of their credit contract or lease, or that the provider or lessor does not agree to negotiate a postponement of enforcement proceedings (see s72, 94, 177B, and 179H of the National Credit Code); and (b) should be provided if a change to the contract or lease terms or postponement has been agreed to, when the credit provider or lessor notifies the complainant in writing of the terms of the variation or conditions of the postponement. The credit provider or lessor must send this written notice within 30 calendar days of the agreement being reached (see s 71, 73, 95, 177A, 177C, and 179J of the National Credit Code). Note: This requirement does not apply to an unlicensed COI lender who has not joined AFCA.",10,batch_10_chunk_8,ASIC RG 271,agentic_rg_aware,1132,True,True,True,False,False,True
Complaints involving hardship and default notices,['RG 271.101'],other,"We recognise that complaints involving hardship notices or postponement of enforcement proceedings may also involve issues relating to default notices. A complainant may lodge their complaint directly with AFCA if the complaint involves a default notice, issued after a credit provider, credit service provider or lessor has not responded to and/or decided not to grant a change to the terms of the credit contract or lease for hardship or postponement of enforcement proceedings. Where this is the case,",10,batch_10_chunk_9,ASIC RG 271,agentic_rg_aware,504,True,True,True,False,False,True
Application of IDR processes including internal appeals,['RG 271.101'],requirement,"apply to all IDR processes, including those that include internal appeals or escalation mechanisms (multi-tier IDR processes).",10,batch_10_chunk_10,ASIC RG 271,agentic_rg_aware,126,True,True,True,True,False,False
Multi-tier IDR processes in financial firms,['RG 271.103'],other,"Many financial firms operate multi-tier IDR processes. Typically, this might include frontline staff or an initial point of contact considering the complaint. If they are not able to resolve it: (a) an operational area (e.g. claims or underwriting) may review the complaint; and/or (b) a centralised ‘complaints team’ may conduct a further review and investigation.",10,batch_10_chunk_11,ASIC RG 271,agentic_rg_aware,365,True,True,True,False,False,True
Aim to resolve complaints at first point of contact,['RG 271.104'],standard,"Financial firms should generally aim to resolve the majority of complaints at the first point of contact, within a short timeframe.",10,batch_10_chunk_12,ASIC RG 271,agentic_rg_aware,131,True,True,True,True,False,False
Flexibility in Complaint Management Resources,['RG 271.105'],requirement,"Firms may arrange their complaint management resources and processes to suit the nature, scale and complexity of their business; however, complainants should not be disadvantaged by the use of multi-tier IDR processes by financial firms.",11,batch_11_chunk_0,ASIC RG 271,agentic_rg_aware,237,True,True,True,False,False,True
Triggering of IDR Obligations,"['RG 271.106', 'RG 271.27', 'RG 271.32']",requirement,"Regardless of the structure of a firm’s IDR process, the firm’s obligation to deal with a matter according to our IDR requirements is triggered when the complainant’s expression of dissatisfaction meets the definition of ‘complaint’ set out in RG 271.27. It is not triggered by the referral of a complaint to a specialist complaints or IDR team. Note: See RG 271.32 for our guidance on the definition of ‘complaint’.",11,batch_11_chunk_1,ASIC RG 271,agentic_rg_aware,416,True,True,True,False,False,True
Role of Customer Advocates - Ramsay Review Findings,['RG 271.108'],overview,"The Ramsay Review considered the impact of the customer advocate role within banks. The Ramsay Review final report made the following finding (at p. 195): The appointment of Customer Advocates could potentially assist with the resolution of disputes, but these positions have only recently been created and it is too soon to evaluate their role. Improved IDR data should make it easier to assess the impact of Customer Advocates in the future.",11,batch_11_chunk_2,ASIC RG 271,agentic_rg_aware,443,True,True,True,False,False,True
Option to Escalate Complaints to Customer Advocate,['RG 271.109'],requirement,"A financial firm may offer a complainant the option of escalating their complaint to the customer advocate, as an alternative to AFCA, after an IDR response is issued. When making such an offer, the firm must not prevent complainants from exercising their right to access AFCA—for example, by presenting the customer advocate as a mandatory step in the IDR process.",11,batch_11_chunk_3,ASIC RG 271,agentic_rg_aware,365,True,True,True,False,False,True
