text,label
"Google Payment Corp has permitted ongoing, unauthorized recurring charges on my XXXX ending in XXXX via my digital wallet token. The merchant, XXXX, executed XXXX unauthorized charges of {$20.00} USD each on the following dates in 2026 : XX/XX/XXXX ( {$20.00} / Auth Code : XXXX ), XX/XX/XXXX ( {$20.00} ), XX/XX/XXXX ( {$20.00} ), and XX/XX/XXXX ( {$20.00} ). 

Google 's own Payments Center records under Order ID XXXX prove that this XXXX XXXX  subscription was officially canceled and fully refunded. Furthermore, XXXX XXXX has confirmed in writing ( Case # XXXX ) that there are absolutely no active subscriptions or active billing invoices on record under my account. 

Despite these facts, Googles payment gateway has allowed XXXX to directly exploit and bill the digital wallet token ( Wallet Card ID : XXXX ) linked to my account, bypassing my explicit cancellation. Google Support ( Case ID : XXXX ) has completely refused to address this critical PCI-DSS compliance failure or reverse these fraudulent transactions. I am requesting an immediate investigation into this unauthorized data/token leak and a full manual refund of the {$80.00} USD. 
ADDITIONAL EVIDENCE OF NEGLIGENCE AND EVASION : The original subscription was executed EXCLUSIVELY through the Google XXXX XXXX on a single account. These XXXX unauthorized direct charges started immediately AFTER Google processed the initial refund, proving a direct technical vulnerability and data leak within Google 's gateway.

Both Google and XXXX are engaging in deliberate stalling tactics to evade liability. Google Support continues to request irrelevant information to waste time, ignoring the fact that the charges are bypass-billing my card directly via their system. Furthermore, XXXX  initially admitted in writing that these unauthorized charges exist and promised a refund, but after multiple email exchanges, they stopped responding entirely. I have attached the screenshot of XXXX 's initial email admission. This is a coordinated failure to secure consumer financial data.","Money transfer, virtual currency, or money service"
"I incorporate CFPB complaint XXXX herein. 

( 1 ) I purchased coffee and food from XXXX in XXXX for {$10.00} of XXXX XXXX XXXX XXXX charged me in USD instead of the local currency without my explicit permission or agreement. This added a currency conversion overhead to my bill. 
( 2 ) I filed a dispute with Barclays. Barclays denied it, but didn't send any correspondence on why it was denied. Barclays has NEVER sent any correspondence about dispute denials in the last 2 years. This way, consumers can not appeal it, and Barclays always wins.

( 3 ) I filed CFPB complaint XXXX. 
( 4 ) Barclays responded after 2 months with the following about why the dispute was denied : "" We were not provided with a detailed description of what you were to receive. '' ( 5 ) Barclays, its presidential bot XXXX, and the XXXX in the Dispute Department do NOT know that XXXX is an XXXX XXXX XXXX XXXX, and that's what I was to receive. I wasn't ordering a business-class ticket to XXXX or XXXX, XXXX XXXX XXXXuit for the Barclays presidential bot, XXXX. 
( 6 ) Barclays is operating fraudulently and is defrauding unsuspecting American Consumers in broad daylight. This company should be delicensed and heavily sanctioned.

( 7 ) Why is Barclays sending all correspondence by electronic means but never the Denial of Dispute reasons by electronic means? So it can defraud consumers.

( 8 ) Barclays is a snake oil salesman selling garbage to American Consumers and is worthy of exceptional fines and sanctions.

( 9 ) Please send this to FTC also. Thanks.",Credit card
"The Fair Credit Reporting Act ( 15 U.S. Code 1681 ) says ( 1 ) The banking system is dependent upon fair and accurate credit reporting. Inaccurate credit reports directly impair the efficiency of the banking system, and unfair credit reporting methods undermine the public confidence which is essential to the continued functioning of the banking system. So whenever there is a violation under the FCRA, it impairs the banking system. This is a violation of TILA US Code 1666B since I was never late. "" I recently reviewed my consumer report and noticed an incorrect late payment record. I have always maintained efficiency mely payments on this account. Under the Fair Credit Billing Act ( FCBA ) and the Truth in Lending Act ( TILA ), creditors are required to accurately report consumer transactions and provide a I am writing to dispute the following inaccurate and unverifiable information on my credit report. This information is incorrect because it does not belong to me or it is outdated. I have attached copies of documents and a request letter to support my claim.",Credit reporting or other personal consumer reports
"Hello, I am writing to formally request an explanation regarding Wells Fargos decision to abruptly terminate my safe deposit box account. 

I have been a Wells Fargo customer since the XXXX  and have maintained this safe deposit box for over 30 years without any issues, complaints, or violations of any bank policies or agreements. Recently, we added my son and daughter as authorized individuals on the account, and only a few weeks later we received a notice stating that the safe deposit box account would be closed, without any explanation or stated cause. 

Given the longstanding history of this account and my decades-long relationship with Wells Fargo , I find this sudden action both concerning and confusing. To my knowledge, there has been no misconduct, breach of agreement, or other circumstance that would justify such an abrupt termination. 

I would appreciate a written explanation outlining : * The specific reason for the closure decision ; * Whether the addition of authorized names to the account prompted this action; * Any applicable policy, compliance requirement, or contractual provision Wells Fargo is relying upon in making this decision.

After more than three decades as a loyal customer in good standing, I believe I am entitled to a clear and transparent explanation regarding this matter. 

I look forward to your prompt response. 

Sincerely, XXXX",Checking or savings account
"My letter to XXXX escalating my XXXX XXXX in the total of {$29000.00} equivalent of XXXX at the time of virtual robbery on XXXX XXXX XXXX. All fraudulent communications were received from XXXX domains and emails that passed all XXXX verification. The following letter to XXXX maps out the sophisticated fraudulent scam in chronological order and includes evidence of direct communication, all sent from the XXXX domain. The evidence and forensic fingerprinting below conclude one of two circumstances, both proving negligence on XXXX 's part : A. Either the phishing emails originated from a compromised Kraken support mailbox/relay ( genuine XXXX signing, but outside the XXXX XXXX XXXX XXXX ; or B. Attackers used insider-leaked PII to craft a credible vishing/phishing sequence from the inside. 

Kraken has failed to respond adequately. Only receiving boilerplate responses denying any responsibility for the following sequence : To Kraken Legal, Compliance, and Executive Security Leadership, I am writing to formally escalate Ticket # XXXX beyond the tier-one support team that issued your XXXX XXXX XXXX response and to place Kraken on explicit pre-litigation notice. The boilerplate reply I received directing me to file a police report and citing the irreversibility of cryptocurrency transactions reflects a fundamental failure to review the specific facts of this case. Those facts distinguish this incident categorically from a standard third-party phishing scam and implicate Kraken 's own authenticated infrastructure in the loss of {$29000.00} in XXXX. I require a response from Kraken 's Legal, Compliance, or Executive Security leadership within five ( 5 ) business days. 

Since my initial review of this incident, I have conducted additional forensic examination of the email evidence using XXXXXXXX XXXX native web interface, and I have identified a critical authentication anomaly that I believe Kraken 's own security team will recognize as significant. That finding is detailed in Section IV below and materially strengthens the case that Kraken 's own sending infrastructure or that of an authorized third-party vendor was the instrument of this fraud. 

I. THE FACTS THAT MAKE THIS CASE UNIQUE On the evening of Sunday, XXXX XXXX XXXX, I received a coordinated series of communications that I will detail below. Every Kraken-branded communication in this sequence originated from XXXX domain, aligning with Kraken 's own official support page ( XXXX, Is this email from Kraken? ) as legitimate, secure senders XXXX, the first on the Secure Email list. I have verified this not merely by visual inspection of display names, but by examining the full email headers of every message received. The XXXX, XXXX, and XXXX authentication records on each email passed verification. These were not display-name spoofs. These were not lookalike domains. These emails were cryptographically authenticated as originating from infrastructure that Kraken 's own DNS records authorize. 

The sequence of authenticated communications was as follows : At XXXXXXXX XXXX, I received an email XXXX the subject line "" Secure Portal, '' containing a professionally designed Kraken-branded template identifying employee XXXX XXXX XXXX Case ID XXXX, and instructing me that I was "" on a secure line with a Kraken representative '' and that my assets were "" at-risk. '' At XXXXXXXX XXXX and XXXX XXXX additional "" Employee Verification '' emails arrived XXXX, identifying employees XXXX XXXX ( Case ID XXXX ) and XXXX XXXX ( Case ID XXXX ), each bearing Kraken 's official logo XXXX the address "" XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX XXXX '' and links to Kraken 's Legal Disclosures and Privacy Notice. 

At XXXXXXXX XXXX an email arrived XXXX a domain listed explicitly on Kraken 's official support page as a secure, verified sender with the subject "" Action Required : Confirm Your Secret Recovery Phrase. '' This email was formatted in Kraken 's branded template, carried the Kraken Security Team signature, and presented a 12-word Secret Recovery Phrase. I was instructed to use this phrase to set up a Kraken Wallet for account security escalation purposes. Critically, Kraken 's own footer on this email stated : "" Kraken will never ask for your password or XXXX codes via email '' language designed to convey authenticity while the email itself was directing me toward a wallet setup that would prove to be the instrument of the theft. 

At XXXX XXXX I received an automated confirmation XXXX the same authenticated sender with the subject "" You added a withdrawal address to Kraken, '' confirming that the "" [ Customer ] Kraken Wallet '' had been added as a withdrawal destination from my Kraken Exchange account. The email displayed my Connecticut IP address ( XXXX ) and location, consistent with my own device activity. 

At XXXX XXXX, a second authenticated email XXXX "" XXXX withdrawal initiated, '' again displaying my Connecticut IP address and confirming that funds had been sent to "" [ Customer ] Kraken Wallet. '' II. THE TRANSFER OCCURRED BETWEEN TWO LEGITIMATE KRAKEN PRODUCTS This is not a case in which I sent funds to an unknown third-party address or an external wallet of unclear provenance. I transferred XXXX from my Kraken Exchange account to a Kraken Wallet the self-custody wallet application bearing Kraken 's branding, distributed through official app stores, and built and maintained by Kraken. The Kraken Wallet application itself displays a confirmed incoming transaction record showing the receipt of {$29000.00} in XXXX from my Kraken Exchange account. The balance subsequently went to zero, indicating that the funds were swept by whoever held the seed phrase for that wallet a seed phrase that was delivered to me via an XXXX address. 

The entire fraudulent pathway from the initial contact, to the employee verification, to the recovery phrase delivery, to the withdrawal address addition, to the transfer confirmation ran through Kraken 's own listed authenticated email domains and Kraken 's own wallet product. There is a documented, on-chain transaction record showing XXXX moving from one Kraken product to another. This is not a case where a bad actor impersonated Kraken from the outside. This is a case where Kraken 's own authenticated sending infrastructure was the instrument of fraud. 

III. THE XXXX INFRASTRUCTURE ATTACK THAT PRECEDED THE KRAKEN CONTACT The attack began with a coordinated compromise of my XXXX account. At XXXX XXXX on XX/XX/XXXX, I received authentic XXXX security alerts XXXX XXXX notifying me that a recovery email had been set up for a linked XXXX account XXXX XXXX ) using my address as the recovery destination. My XXXX Activity logs confirm that two unfamiliar devices accessed my XXXX account on XX/XX/XXXX at XXXX XXXX and XXXX XXXX prior to the Kraken contact sequence. My XXXX was subsequently locked by XXXXXXXX XXXX  security systems due to suspicious activity. This XXXX compromise was not incidental. It was the entry point that provided the attackers with the intelligence my Kraken account existence, my email address, my identity necessary to execute the second stage of the attack with the credibility and precision that followed. 

IV. CRITICAL FORENSIC FINDING : XXXX VERIFICATION FAILURE ON THE FRAUDULENT EMAILS Upon examination of these emails using XXXX 's native web interface the email environment that Kraken 's own support documentation references when instructing customers to verify the legitimacy of Kraken communications I have identified a critical authentication anomaly that materially distinguishes the fraudulent emails from Kraken 's legitimate transactional emails. 

Kraken 's own published guidance instructs customers to identify legitimate Kraken emails by looking for the XXXXverified blue checkmark beside the sender name in XXXX. XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX is the highest tier of email sender verification available, requiring XXXX enforcement at quarantine or reject policy plus a Verified XXXX XXXX that Kraken has registered with email providers including XXXX. XXXX can not be spoofed or replicated by a third-party attacker ; the checkmark only appears when an email is sent through Kraken 's specifically registered, BIMI-authorized sending infrastructure.

My examination of the emails received during this incident reveals the following pattern, which I believe Kraken 's security team will recognize as forensically significant : The legitimate transactional emails XXXX specifically the "" Withdrawal address added '' notification at XXXX XXXX  and the "" XXXX withdrawal initiated '' notification at XXXXXXXX XXXX  display the XXXXverified Kraken checkmark XXXX XXXX. These emails were generated by my own ( compromised ) Kraken Exchange account taking real actions, and they were sent through Kraken 's XXXXverified sending infrastructure. Their authenticity is consistent with Kraken 's published guidance. 

The fraudulent emails XXXX including the "" Secure Portal '' email at XXXX XXXX and the "" Employee Verification '' emails at XXXX XXXX XXXX XXXX and XXXX XXXX do not display the XXXX checkmark in XXXX. They passed XXXX, XXXX, and XXXX authentication, but they did not pass XXXX XXXX. 

The fraudulent recovery phrase email XXXX XXXX XXXX the email that delivered the 12-word Secret Recovery Phrase used to compromise the destination wallet does not display the BIMI-verified checkmark XXXX despite originating from the exactly same domain as the legitimate transactional emails that do. 

This discrepancy is not consistent with ordinary external phishing. An external attacker spoofing Kraken 's domain would either fail XXXX outright, or if exceptionally sophisticated pass them all uniformly. They would not produce emails that selectively pass XXXX but fail XXXX within the same domain. That selective failure pattern is consistent with one of two scenarios, both of which implicate Kraken 's own infrastructure or its authorized vendor relationships : First, that the fraudulent emails were sent through a third-party email service provider that Kraken has authorized in its XXXX records for XXXX purposes, but whose sending infrastructure is not covered by Kraken 's XXXX Verified Mark Certificate registration. If that vendor 's systems were compromised, the attacker would be able to send emails passing XXXX under Kraken 's domains but unable to trigger XXXX verification exactly the pattern observed. 

Second, that the fraudulent emails were sent through Kraken-internal tooling that is authorized to send under Kraken 's domains but is not routed through Kraken 's XXXXcovered production sending infrastructure for example, an internal support tool, a helpdesk integration, or an administrative sending channel accessible to insider personnel. 

I note for the record that Kraken publicly disclosed in XXXX XXXX two separate insider incidents in which support employees were recruited by criminal networks to access customer data. The timing and methodology of those disclosures are directly relevant and to the second scenario described above. 

I am not, at this time, asserting which of these two scenarios produced the fraudulent emails. I am asserting that the XXXX verification failure conclusively rules out the explanation of "" ordinary third-party phishing '' and forensically narrows the source of these emails to infrastructure that Kraken either controls or has authorized. Kraken is the only party in possession of the records necessary to determine which. 

V. THE MATERIAL IMPLICATIONS OF KRAKEN 'S OWN PUBLISHED GUIDANCE Kraken 's support documentation specifically directs customers to use the XXXX checkmark as the verification standard for legitimate Kraken emails. I followed this guidance only after the loss occurred, and the XXXX failure pattern was decisive in confirming that I had been defrauded through compromised authorized infrastructure rather than ordinary phishing. However, Kraken 's published guidance does not adequately disclose to customers that emails can pass XXXX, XXXX, and XXXX and therefore appear authenticated in most email clients including the Spark client I was using at the time of the incident while still failing XXXX XXXX. The fraudulent emails I received were rendered as authenticated and trustworthy in my email client. The XXXX checkmark is only visible in specific email environments, and its absence is not flagged as a warning to the user. 

This legal implication is significant. Kraken instructed customers to rely on a verification standard ( BIMI ) without adequately warning that emails sent from Kraken 's own listed sender domains could appear fully authenticated to users while still failing that standard. That gap in disclosure, combined with the fact that the fraudulent emails originated from infrastructure Kraken authorized, is the foundation of a material consumer-protection claim under the Connecticut Unfair Trade Practices Act.

VI. LEGAL NOTICE I have filed a complaint with the FBI Internet Crime Complaint Center ( IC3 Submission ID : XXXX, filed XXXX XXXX XXXX ). I have reported this incident to local Connecticut law enforcement. I am actively seeking legal counsel and am evaluating claims under the Connecticut Unfair Trade Practices Act ( CUTPA ), Conn. Gen. Stat . 42-110a et seq., including potential per se violations tied to Connecticut 's data breach statute, 36a-701b ( j ). I am also evaluating claims for negligence, breach of contract, negligence per se based on Kraken 's obligations under its money transmitter license obligations and applicable cybersecurity standards, and breach of express and implied warranties of security tied to Kraken 's published guidance regarding email authentication. I will be filing complaints with the Connecticut Department of Banking, the Connecticut Attorney General 's Consumer Protection Unit, and FinCEN. 

I am not prepared to accept Kraken 's characterization of this incident as a standard third-party phishing loss. The authenticated email trail, the on-chain transaction record between two Kraken products XXXX the XXXX verification failure isolating the fraudulent emails to Kraken-authorized but XXXX-unverified infrastructure, and the circumstances of Kraken 's own recent insider security disclosures collectively raise serious questions about the integrity of Kraken 's sending infrastructure that deserve a thorough, good-faith internal investigation not a boilerplate response. 

I am requesting the following from Kraken within five ( 5 ) business days : First, written acknowledgment that this escalation has been received by Krakens Legal, Compliance, and/or Executive Security team not tier-one support. 

Second, identification of the specific sending infrastructure, including any third-party email service provider, used to transmit XXXX I received on XXXX XXXX XXXX If those emails were transmitted through Kraken 's own production mail servers, please confirm. If they were transmitted through a third-party vendor, please identify the vendor and confirm whether that vendor 's XXXX Verified Mark Certificate registration is current. 

Third, identification of the specific sending infrastructure used to transmit XXXX '' Confirm Your Secret Recovery Phrase '' email I received at XXXX XXXX  on XXXX XXXX XXXX, and an explanation of why this email failed XXXX XXXX while the legitimate XXXX received later that evening passed XXXX XXXX. 

Fourth, confirmation of whether any anomalous activity, unauthorized access, or vendor compromise was detected in any of Kraken 's authorized sending infrastructure internal or third-party on or around XXXX XXXX XXXX 

Fifth, confirmation of whether any internal investigation has been opened in connection with this ticket, and whether the facts described in this letter have been escalated to Kraken 's security incident response team. 

Sixth, Kraken 's position on remediation or restitution, given the totality of the facts described above. 

I wish to resolve this matter directly with Kraken before further legal proceedings are initiated. I am not approaching this with hostility I am approaching this as a customer who intentionally selected Kraken as my XXXX XXXX of choice due to its reputation as the most secure US-Based Exchange, yet find myself defrauded through what the forensic evidence indicates was a failure of Krakens own authenticated sending infrastructure or its authorized vendor relationships. 

I have preserved all relevant evidence, including full email headers, screenshots from XXXX 's native interface, the IC3 complaint confirmation, Kraken Wallet transaction records, and XXXX account activity logs documenting the unauthorized device access that preceded the Kraken contact sequence. I am prepared to share this evidence with Kraken 's Legal, Compliance, or Executive Security team upon receipt of confirmation that this matter has been appropriately escalated. 

- Sincerely, [ Customer Name and Address Removed as per the CFBP submission guidelines ]","Money transfer, virtual currency, or money service"
I C SYSTEM is falsely reporting on my credit. I have never had any accounts with them. Per my research I C SYSTEM is a debt collector. They are falsely reporting on my credit!! Account number is XXXX is falsely reporting to my credit file and is against my rights and fair credit act. Under U.S Code 1618d - Disclosure of investigation consumer report ; you are in violation.,Debt collection
my annual escrow analysis was not sent to me as it has always been via postal service in writing and I have made numerous attempts to get Shellpoint Mortgage to send this to me and yet still nothing.,Mortgage
"After only having said vehicle in my possession, about 3-4 months of having the vehicle it started having problems so i got them checked out and it wasnt anything major. I stopped driving said vehicle. I contacted the dealership of where I purchased said vehicle ( XXXX XXXX XXXX XXXX  ) told him about what was going on and he insisted that i pay him the amount of {$20.00} to come and put a car scanner on it to troubleshoot the problem. i already told him what the problem was ( transmission went out ) because the car would no longer move when you put into any gear and had a mechanic come to check it out.",Vehicle loan or lease
"In XXXX, representatives from XXXX XXXX explicitly instructed the borrower not to submit the regular monthly mortgage payments for XXXX and XXXX, citing an administrative account transition. Following these exact corporate instructions, the borrower paused payments for those two months. 

When the administrative transition settled, XXXXXXXX XXXX XXXX automated system resumed drafting monthly mortgage payments directly from the borrower 's bank account. However, an accounting discrepancy occurred regarding the monthly payment thresholds : On XX/XX/XXXX, XXXX drafted the original payment amount of {$1100.00}. On XX/XX/XXXX, XXXX drafted a reduced amount of {$980.00}. On XX/XX/XXXX, XXXX drafted {$980.00}. On XX/XX/XXXX, XXXX drafted {$980.00}. On XX/XX/XXXX, XXXX drafted {$980.00}. 

Bank statement records show that all of these automatic drafts successfully cleared the borrower 's bank account. However, XXXX XXXX XXXX internal accounting system has failed to properly manage these funds. XXXXXXXX XXXX ledger shows they manually altered the XXXX, XXXX, and XXXX incoming funds by drawing against the escrow balance to force them to read as "" full '' {$1100.00} payments, resulting in each transaction posting an entire month late. Furthermore, the bank draft from XX/XX/XXXX has not been credited to the transaction history at all. 

XXXX XXXX is currently displaying a total delinquency of {$4700.00} ( claiming 4 months past due ) on the borrower 's online dashboard. XXXX is penalizing the borrower and threatening default over a rolling delinquency caused entirely by the company 's own verbal instructions to skip initial payments, combined with their automated system 's failure to properly calculate, draft, and credit the correct monthly amounts. 

The company needs to conduct an immediate account audit, properly credit the unapplied funds drafted in XXXX waive any late fees associated with this transition error, and provide a fair resolution to bring the loan current without threatening foreclosure or reporting negative data to the credit bureaus.",Mortgage
"TO WHOM IT MAY CONCERN. 

Please Provide me Debt Validation letter for this on going Case in NJ. I am attaching the Court Complaint Thank You",Debt collection
"This mortgage company gave me a XXXX  day grace period to make my mortgage payments but they changed this after a couple of years to XXXX  days without providing me any notice of the change. 

They ignored all my emails over the past year asking them to explain why late fees were being charged until I finally threatened to file a complaint here in XX/XX/XXXX. They responded for the first time regarding this ongoing issue today XX/XX/XXXX in the attached denial letter, saying they will not remove the late fees. 

They referred to my original promissory note saying the XXXX  day grace period was an error, and that they are able to charge them after XXXX  days. 

However, they ignore Section XXXX of the enclosed Promissory Note that explicitly states that a late charge applies after XXXX  days "" unless applicable law requires a longer period of time before a late charge may be imposed, in which event such longer period shall be substituted. '' Per South Carolina Code 37-3-203 ( 2 ), no creditor may assess a late charge on a consumer loan unless the installment remains unpaid for XXXX ( XXXX ) days after the scheduled due date. Furthermore, South Carolina Code 37-10-103 establishes strict consumer protection limitations on mortgage late fee mechanics. 

Because the Promissory Note explicitly mandates that state law overrides and substitutes a longer grace period, my contractual grace period is legally XXXX  days, not XXXX  days. Therefore, any payment received on or before the XXXX of the month is contractually timely and can not incur a late fee. 

A review of my Loan History Statement shows that Shellpoint has been systematically assessing late fees on the XXXX of the monthonly XXXX  days after the due XXXX direct violation of SC law and Section 6 of my Note. For example : XX/XX/XXXX : Payment was made on the XXXX. A late fee was illegally assessed on the XXXX. XX/XX/XXXX : Payment was made on the XXXX. No fee should apply under a XXXX law. 

Established Course of Performance ( XXXX XXXX XXXX ) : From the origination of this loan in XX/XX/XXXX until XX/XX/XXXX ( a period of over XXXX years ), Shellpoint established a clear "" course of performance '' by systematically operating under a XXXX grace period. Under South Carolina law, a sequence of repeated conduct that is accepted without objection is relevant to determining the operational meaning of the agreement and constitutes a legal waiver of any conflicting internal policies. 

No Valid Proof of Prior Notification : Shellpoints own response dated XX/XX/XXXX, fails to provide any evidence of a formal, advance change-of-terms disclosure. Instead, Shellpoint explicitly admits that the very first "" notice '' of the corrected grace period was simply printed directly onto the XX/XX/XXXX billing statement. 

Illegally Assessing Retroactive Fees : Shellpoint 's attached Loan History Statement proves an obvious servicing violation : a late fee was assessed to my account on XX/XX/XXXX, XXXX full days before the XX/XX/XXXX statement containing the alleged notice was even generated. Penalizing a consumer retroactively before giving written notice of an altered term is highly deceptive and a bad-faith servicing practice. 

Violation of Truth in Lending Act ( 12 CFR 1026.20 ) : A mortgage servicer can not abruptly modify payment processing window logic or reverse a multi-year course of performance under the guise of a "" system setup error '' without providing a formal disclosure notice at least XXXX days prior to the change taking effect. 

Furthermore, this company would not even tell me who owns my loan until I filed a formal complaint with the credit bureaus. 

Fair Credit Reporting Act ( FCRA ) Violations & Inaccurate Account Ownership : Complete Deletion of Credit History : Despite making timely monthly payments of {$1800.00} for years, Shellpoint Mortgage Servicing and its parent company, Newrez, are completely failing to report my positive payment history to the XXXX major credit bureaus ( XXXX XXXX, and XXXX  ). I am receiving XXXX credit profile benefit for my timely history. 

Inaccurate Tradeline Documentation : Following a formal credit bureau dispute regarding the absence of this mortgage tradeline, I received correspondence indicating that the actual owner of the mortgage is XXXX XXXX XXXX XXXX XXXX XXXX, as Owner Trustee for XXXX XXXX XXXX XXXX ( XXXX XXXX XXXX XXXX XXXX XXXX, XXXX, DE XXXX ). 

Lack of Alignment with "" Investor '' Guidelines : Shellpoints Compliance Department claimed in their written denial that these {$570.00} in late fees were strictly required to "" align with the loan terms ''. However, Shellpoint is applying arbitrary and legally flawed billing logic ( using a XXXX grace period that blatantly violates both Section XXXX  of my Promissory Note and South Carolina Code 37-3-203 ( 2 ) & 37-10-103 ) while operating under the umbrella of a securitized trust. 

Deceptive Double Standard : Shellpoint is weaponizing "" investor terms '' to retroactively invent late fees, yet they completely hide the mortgage tradeline from my credit files, preventing the loan from building my consumer credit profile.",Mortgage
"I am XXXX XXXX XXXX and live by myself in XXXX XXXX, Michigan. I am writing to document a case of elder abuse, identity theft and fraud committed against me. I am filing a complaint against Wells Fargo Bank for failure to perform basic required new account Know Your Customer ( KYC ) and Customer Identification Program ( CIP ) procedures and protocols. I believe this account was opened without my knowledge nor consent using my name and social security number and was used to defraud me of {$25000.00}. 

On XXXX, XX/XX/year>, I received some sort of pop-up alert on my cell phone indicating that I had an urgent financial problem at my financial institution and that I needed to call a number to resolve the problem. Unfortunately, I called the number and spoke with someone who told me that someone else was trying to get money out of my XXXX XXXX XXXX XXXX XXXX ( XXXX ) checking account and that I needed to wire money into a different account at Wells Fargo Bank immediately to cover the problem. I was told that that this problem was urgent and that I needed to resolve this problem within a few hours. I ended up being on the phone with this person for almost XXXX hours! Throughout this entire episode, I was repeatedly told to stay on the phone and not to hang up. I was threatened that if I did hang up the phone that the problem would escalate at my credit union. 

I was told that an account had been opened in my name at Wells Fargo Bank in XXXX XXXX, California. I have never had a bank account with Wells Fargo Bank. The person on the phone told me they had my Social Security number ( which I did not give them over the phone, but unfortunately did not confirm it with the person on the phone ) and I was instructed to wire {$25000.00} and was given a routing number and an account number that I was told was in my name that could receive the money at Wells Fargo Bank. 

I was told that I would be refunded the full {$25000.00} the next day after the problem had been resolved. I was also instructed not to tell anyone at XXXX about why I was performing this transaction and that if asked, I was to make up a story. 

I went to my XXXX branch in XXXX XXXX, Michigan and told the teller that I needed to do a {$25000.00} wire transaction to the account at Wells Fargo Bank that I was given over the phone. The teller took my banking instructions and proceeded to perform the wire transfer without any questions as to the nature of this wire transfer. She also failed to verify that I was the owner of the Wells Fargo Bank account. 

I was under tremendous fear and pressure to comply with this request. In fact, the person on the phone instructed me to leave my cell phone in my car while keeping the line open and to tell him when the transaction was completed, which I unfortunately did. 

The next day I contacted XXXX to report identity theft and fraud. I also contacted my local law enforcement, the XXXX XXXX XXXX, and filed a police report with them. I also contacted the receiving bank, Wells Fargo Bank, to inquire as to how an account could have been opened in my name and my Social Security number without my consent. Wells Fargo Bank simply told me to file a police report, which I already had done. 

I am seeking to have my {$25000.00} restored from Wells Fargo Bank for failure to perform basic required new account Know Your Customer ( KYC ) and Customer Identification Program ( CIP ) procedures and protocols. I believe this account was opened without my knowledge nor consent using my name and social security number and was used to defraud me of {$25000.00}.",Checking or savings account
"I am the payable on death ( POD ) beneficiary on my late mother 's Savings and CD Accounts with Barclays. I first contacted Barclays on XXXX XXXX XXXX  via phone call, and submitted the requested documentation ( death certificate and my photo ID ) via email as instructed by the customer service representative I spoke with. I did not receive any email response from Barclays after sending the documentation confirming receipt of the documents. Being concerned about this, I called back to verify the email address given to me ( XXXX ) which I was assured was correct. Since that time, I have contacted Barclays multiple additional times for updates ( XXXX XXXX XXXX ). During each interaction, I was told the matter had been escalated, and I was informed that a manager or supervisor would contact me. No return calls or emails have been received, and I have not been given a meaningful update or explanation for the delay. When I asked for the complaint department, I was told that they did not have one and that I'd have to send a letter. The repeated delays and lack of communication have made it difficult to resolve this matter. I was given two reference numbers for my tickets. The original ticket reference # is XXXX and an additional ticket to have a manager/supervisor contact me was opened with # XXXX.",Checking or savings account
"After going through application process and providing all requested information, XXXX sent a letter dated XXXX XX/XX/year> saying they denied our application on XXXX XX/XX/year>. The letter stated their decision was based in whole or part on information from a CRA and listed Corelogic Credo as the CRA. We requested their report and promptly received it. XXXX further stated their decision was based in whole or part on information from an outside source other than a CRA. The letter stated that under the FCRA we had a right to request disclosure of the nature of the outside information and gave us their XXXX 's XXXX, CA address as the address to send the request. By letter dated XXXX XX/XX/year> we made the request. We received no response other than a second letter dated XXXX XX/XX/year> identical to their XXXX  letter other than to state they denied our application on XXXX XX/XX/year>. By letter dated XXXX XX/XX/year>, we again requested XXXX provide us the nature of the non-CRA outside information on which they based their decision. It has now been XXXX  days since our first request and XXXX  days since our second request. XXXX has not responded to either request.",Mortgage
"This complaint is about US Bank XXXX XXXX 

US Bank offers XXXX XXXX as a travel booking system for the credit card holders. After you search, you will see "" free cancellation '' right next to the hotel name. Of course you will assume all the rates under this hotel are for "" free cancellation ''. You just fell into the trap- only a few rates are. At this moment, because of the big "" free cancellation '' sign right next to the hotel name, the consumers will not read it carefully and probably will book something non refundable. 

This happened to me. On XX/XX/XXXX, I booked one night of hotel for {$330.00} in US Bank XXXX XXXX. When I needed to cancel my hotel reservation, I noticed the "" non refundable '' in my email reservation. I called US Bank XX/XX/XXXX and XXXX and sent them the misleading search page, the agent could not do anything.",Credit card
